petromag_u,petromag_g,petromag_r,petromag_i,petromag_z,petror50_r,petror90_r,concentration,devab_r,u_g,g_r,r_i,i_z,target
19.676456,17.784554,16.785414,16.347225,15.979558,2.157426,6.820261,3.1612954511533653,0.886077,1.8919020000000017,0.9991400000000006,0.4381889999999977,0.36766700000000085,elliptical
17.262083,15.486512,14.647258,14.24774,13.957302,3.56619,12.286491,3.445271003507945,0.757509,1.7755710000000011,0.8392539999999986,0.3995180000000005,0.290438,elliptical
17.652422,16.149628,15.408906,15.030551,14.718478,1.937329,5.30692,2.7392972489442937,0.539699,1.5027940000000015,0.7407219999999999,0.3783549999999991,0.3120730000000016,elliptical
17.612946,16.218035,15.61937,15.265476,15.085942,4.397054,10.910316,2.4812786015363923,0.831466,1.3949110000000005,0.5986650000000004,0.3538940000000004,0.1795340000000003,spiral
17.388607,16.339157,15.968629,15.718115,15.545584,3.21536,7.53558,2.343619376990446,0.335182,1.0494500000000002,0.3705280000000002,0.2505140000000008,0.17253099999999932,elliptical
16.930597,15.788271,15.341602,15.111442,15.148683,5.04529,12.512007,2.4799381205044706,0.912198,1.1423259999999988,0.446669,0.2301599999999997,-0.03724099999999986,spiral
19.709028,17.965765,16.94557,16.523344,16.193001,2.048822,6.494242,3.169744370179547,0.760313,1.743262999999999,1.020195000000001,0.42222599999999844,0.3303430000000027,elliptical
19.379198,18.367628,16.958281,16.387846,15.908551,3.802292,10.11324,2.6597746832699856,0.567008,1.011569999999999,1.4093470000000003,0.5704349999999998,0.47929500000000047,elliptical
19.584553,17.619272,16.667223,16.235611,15.899402,1.496248,4.07878,2.726005314626987,0.431864,1.965281000000001,0.9520489999999988,0.4316120000000012,0.3362089999999984,elliptical
18.702335,16.35939,15.521115,15.154708,14.896088,3.617652,9.779298,2.7032168931671703,0.596289,2.3429450000000003,0.8382750000000012,0.3664070000000006,0.25861999999999874,elliptical
18.735487,17.026859,16.228861,15.844273,15.611097,2.595235,8.730169,3.363922342292702,0.783093,1.7086279999999974,0.7979980000000033,0.38458799999999904,0.23317600000000027,elliptical
19.992748,17.716749,16.519411,16.123079,15.831374,2.694533,8.090614,3.002603419590705,0.92877,2.2759989999999988,1.1973379999999985,0.396332000000001,0.2917050000000003,elliptical
18.839352,17.61067,16.856915,16.448919,16.264826,3.353832,7.418293,2.211885687774462,0.599901,1.2286820000000027,0.7537549999999982,0.4079960000000007,0.18409300000000073,spiral
18.881811,16.354635,15.268464,14.784002,14.43339,4.570709,15.408772,3.371199522874898,0.915865,2.5271760000000008,1.0861709999999984,0.4844620000000006,0.3506119999999999,elliptical
